CustomerAccountNumber,PostCode,County,DocumentNo,Year,DocumentDate,ItemCode,StockUnitLineQuantity,Code,LineTotalValue,Source,TotalNetValue
CHR026,TW20 0YG,Surrey,48525,2019,04/03/2019,CR B2-02015,40,CR,397.44,Email,8569.86
CHR026,TW20 0YG,Surrey,48525,2019,04/03/2019,CR B2-03010,42,CR,121.97,Email,8569.86
CHR026,TW20 0YG,Surrey,48525,2019,04/03/2019,BF A7-19009,20,BF,244,Email,8569.86
CHR026,TW20 0YG,Surrey,48525,2019,04/03/2019,BF A7-19011,20,BF,302.72,Email,8569.86
CHR026,TW20 0YG,Surrey,48525,2019,04/03/2019,BF A7-19006,20,BF,101.92,Email,8569.86
CHR026,TW20 0YG,Surrey,48525,2019,04/03/2019,BF A7-19004,20,BF,61.76,Email,8569.86
CHR026,TW20 0YG,Surrey,48525,2019,04/03/2019,CR B2-03081,12,CR,261.31,Email,8569.86
CHR026,TW20 0YG,Surrey,48525,2019,04/03/2019,CR B2-03083,40,CR,409.6,Email,8569.86
CHR026,TW20 0YG,Surrey,48525,2019,04/03/2019,CR B2-02016,42,CR,208.66,Email,8569.86
CHR026,TW20 0YG,Surrey,48525,2019,04/03/2019,BF C1-12004,2,BF,20.83,Email,8569.86
CHR026,TW20 0YG,Surrey,48525,2019,04/03/2019,TA E9-11002,4,TA,33.31,Email,8569.86
CHR026,TW20 0YG,Surrey,48525,2019,04/03/2019,CR B2-01028,42,CR,282.58,Email,8569.86
CHR026,TW20 0YG,Surrey,48525,2019,04/03/2019,CR B2-02001,8,CR,58.11,Email,8569.86
CHR026,TW20 0YG,Surrey,48525,2019,04/03/2019,CR B2-03007,60,CR,362.4,Email,8569.86
CHR026,TW20 0YG,Surrey,48525,2019,04/03/2019,CR B2-03038,4,CR,39.74,Email,8569.86
CHR026,TW20 0YG,Surrey,48525,2019,04/03/2019,CR B2-01033,20,CR,93.28,Email,8569.86
CHR026,TW20 0YG,Surrey,48525,2019,04/03/2019,TA E9-11002,2,TA,16.66,Email,8569.86
DIR001,M33 6JL,Sale,48524,2019,04/03/2019,GC C1-80002,12,GC,27.84,Web,34.93
DIR001,M33 6JL,Sale,48524,2019,04/03/2019,BW C8-01002,1,BW,1.09,Web,34.93
GRO070,W1K 7TN,London,48517,2019,04/03/2019,GC A3-15023,48,GC,45,Email,225
GRO070,W1K 7TN,London,48517,2019,04/03/2019,GC A3-15023,192,GC,180,Email,225
SAN042,W5 5SA,London,48516,2019,04/03/2019,GC C1-12018,24,GC,30.24,Web,36.24
GRO070,W1K 7TN,London,48515,2019,04/03/2019,GC D9-02002,24,GC,170.64,Email,170.64
FLI006,WC1A 1BS,London,48514,2019,04/03/2019,CR H3-81050,12,CR,183.69,Email,420.76
FLI006,WC1A 1BS,London,48514,2019,04/03/2019,CR H3-81020,6,CR,49.37,Email,420.76
FLI006,WC1A 1BS,London,48514,2019,04/03/2019,CR H3-81051,12,CR,138.33,Email,420.76
FLI006,WC1A 1BS,London,48514,2019,04/03/2019,CR H3-81002,6,CR,49.37,Email,420.76
CAS084,W11 4JG,London,48513,2019,04/03/2019,CT A8-16TF,60,CT,458.55,Email,1284.69
CAS084,W11 4JG,London,48513,2019,04/03/2019,CT A8-16DS,60,CT,449.89,Email,1284.69
CAS084,W11 4JG,London,48513,2019,04/03/2019,CT A8-16DF,60,CT,367.39,Email,1284.69
CAS084,W11 4JG,London,48513,2019,04/03/2019,KW N3-07003,4,KW,3.42,Email,1284.69
CAS084,W11 4JG,London,48513,2019,04/03/2019,BW C8-01002,5,BW,5.44,Email,1284.69
NAT052,W1S 1HQ,London,48511,2019,04/03/2019,TT L7-17001,3,TT,1829.64,Email,1829.64
COU075,EC1V 9LL,London,48510,2019,01/03/2019,KW A7-35001,4,KW,174.51,Email,174.51
OFF028,W1G 0EF,London,48509,2019,01/03/2019,CT B6-04DS,96,CT,52.8,Web,666.48
OFF028,W1G 0EF,London,48509,2019,01/03/2019,CT B6-04TKS,36,CT,47.52,Web,666.48
OFF028,W1G 0EF,London,48509,2019,01/03/2019,GC A3-12007,48,GC,43.68,Web,666.48
OFF028,W1G 0EF,London,48509,2019,01/03/2019,GC A3-12007,192,GC,174.72,Web,666.48
OFF028,W1G 0EF,London,48509,2019,01/03/2019,CT B6-04TE,60,CT,26.4,Web,666.48
OFF028,W1G 0EF,London,48509,2019,01/03/2019,CT B6-04TF,84,CT,55.44,Web,666.48
OFF028,W1G 0EF,London,48509,2019,01/03/2019,GC A3-12017,168,GC,131.04,Web,666.48
OFF028,W1G 0EF,London,48509,2019,01/03/2019,GC A3-12017,48,GC,37.44,Web,666.48
OFF028,W1G 0EF,London,48509,2019,01/03/2019,CR A9-04111,42,CR,85.26,Web,666.48
OFF028,W1G 0EF,London,48509,2019,01/03/2019,CR A9-04111,6,CR,12.18,Web,666.48
SMO005,W14 0LJ,West Kensington,48507,2019,01/03/2019,CR H3-75003,12,CR,38.4,Phone,44.4
OFF035,W6 0NB,London,48506,2019,01/03/2019,GC C1-CF001,72,GC,343.44,Email,343.44
EOP001,EC1V 1NY,London,48505,2019,01/03/2019,CR A9-04111,90,CR,182.88,Email,229.34
EOP001,EC1V 1NY,London,48505,2019,01/03/2019,GC A3-12007,48,GC,46.46,Email,229.34
MIS001,,,48503,2019,01/03/2019,GC D5-03005,12,GC,0,Email,0
CYK001,EC3V 9AH,London,48502,2019,01/03/2019,CT B2-26TS,12,CT,23.85,Email,3276.38
CYK001,EC3V 9AH,London,48502,2019,01/03/2019,BW B2-02006,2,BW,44.99,Email,3276.38
CYK001,EC3V 9AH,London,48502,2019,01/03/2019,CR B2-03039,12,CR,85.14,Email,3276.38
CYK001,EC3V 9AH,London,48502,2019,01/03/2019,GC D8-11015,42,GC,164.43,Email,3276.38
CYK001,EC3V 9AH,London,48502,2019,01/03/2019,CT B2-26TF,24,CT,47.7,Email,3276.38
CYK001,EC3V 9AH,London,48502,2019,01/03/2019,CR B2-03068,24,CR,91.26,Email,3276.38
CYK001,EC3V 9AH,London,48502,2019,01/03/2019,GC D8-11015,6,GC,23.49,Email,3276.38
CYK001,EC3V 9AH,London,48502,2019,01/03/2019,CR B2-03031,24,CR,87.84,Email,3276.38
CYK001,EC3V 9AH,London,48502,2019,01/03/2019,GC D8-11006,24,GC,106.02,Email,3276.38
CYK001,EC3V 9AH,London,48502,2019,01/03/2019,GC D8-11007,24,GC,106.02,Email,3276.38
CYK001,EC3V 9AH,London,48502,2019,01/03/2019,TA E9-09001,4,TA,50.25,Email,3276.38
CYK001,EC3V 9AH,London,48502,2019,01/03/2019,GC A3-48005,12,GC,52.38,Email,3276.38
CYK001,EC3V 9AH,London,48502,2019,01/03/2019,GC D8-07011,1,GC,33.62,Email,3276.38
CYK001,EC3V 9AH,London,48502,2019,01/03/2019,CR B2-03089,12,CR,203.76,Email,3276.38
CYK001,EC3V 9AH,London,48502,2019,01/03/2019,BW B2-02005,4,BW,51.57,Email,3276.38
CYK001,EC3V 9AH,London,48502,2019,01/03/2019,GC D8-07011,1,GC,33.62,Email,3276.38
CYK001,EC3V 9AH,London,48502,2019,01/03/2019,GC H1-07002,1,GC,11.66,Email,3276.38
CYK001,EC3V 9AH,London,48502,2019,01/03/2019,GC D8-11017,24,GC,93.96,Email,3276.38
CYK001,EC3V 9AH,London,48502,2019,01/03/2019,CR B2-03071,16,CR,174.24,Email,3276.38
CYK001,EC3V 9AH,London,48502,2019,01/03/2019,CT B2-26TKS,24,CT,51.12,Email,3276.38
CYK001,EC3V 9AH,London,48502,2019,01/03/2019,GC H1-07001,2,GC,22.47,Email,3276.38
CYK001,EC3V 9AH,London,48502,2019,01/03/2019,CR B2-03032,24,CR,60.3,Email,3276.38
CYK001,EC3V 9AH,London,48502,2019,01/03/2019,CT B2-26CF,96,CT,104.4,Email,3276.38
CYK001,EC3V 9AH,London,48502,2019,01/03/2019,CR B2-03029,54,CR,201.29,Email,3276.38
CYK001,EC3V 9AH,London,48502,2019,01/03/2019,TA E9-09002,3,TA,37.69,Email,3276.38
CYK001,EC3V 9AH,London,48502,2019,01/03/2019,CT B2-26DS,24,CT,42.48,Email,3276.38
CYK001,EC3V 9AH,London,48502,2019,01/03/2019,GC H1-05002,2,GC,18.48,Email,3276.38
CYK001,EC3V 9AH,London,48502,2019,01/03/2019,GC H1-08001,2,GC,4.31,Email,3276.38
CYK001,EC3V 9AH,London,48502,2019,01/03/2019,TA E9-09002,1,TA,12.56,Email,3276.38
CYK001,EC3V 9AH,London,48502,2019,01/03/2019,CR B2-03084,54,CR,151.07,Email,3276.38
CYK001,EC3V 9AH,London,48502,2019,01/03/2019,CT C8-01001,1,CT,6.49,Email,3276.38
CYK001,EC3V 9AH,London,48502,2019,01/03/2019,CT C8-01001,1,CT,6.49,Email,3276.38
CYK001,EC3V 9AH,London,48502,2019,01/03/2019,BW B2-02013,2,BW,41.27,Email,3276.38
CYK001,EC3V 9AH,London,48502,2019,01/03/2019,CR B2-03033,24,CR,457.38,Email,3276.38
CYK001,EC3V 9AH,London,48502,2019,01/03/2019,GC H1-05001,4,GC,34.86,Email,3276.38
CYK001,EC3V 9AH,London,48502,2019,01/03/2019,CR B2-03008,42,CR,165.69,Email,3276.38
CYK001,EC3V 9AH,London,48502,2019,01/03/2019,GC D8-11005,24,GC,115.74,Email,3276.38
RID003,BN1 1HB,East Sussex,48499,2019,01/03/2019,GC C1-12003,24,GC,46.92,Phone,125.75
RID003,BN1 1HB,East Sussex,48499,2019,01/03/2019,GC C1-12008,36,GC,72.83,Phone,125.75
DIR001,JE3 8GR,Channel Islands,48498,2019,01/03/2019,CT B2-15DKS,12,CT,39.72,Web,201.12
DIR001,JE3 8GR,Channel Islands,48498,2019,01/03/2019,CT B2-15DF,12,CT,37.8,Web,201.12
DIR001,JE3 8GR,Channel Islands,48498,2019,01/03/2019,CT B2-15CVFH,1,CT,14.06,Web,201.12
DIR001,JE3 8GR,Channel Islands,48498,2019,01/03/2019,CT B2-15LTS,2,CT,12.08,Web,201.12
DIR001,JE3 8GR,Channel Islands,48498,2019,01/03/2019,CT B2-15SS,12,CT,37.8,Web,201.12
DIR001,JE3 8GR,Channel Islands,48498,2019,01/03/2019,CT B2-15CVKH,1,CT,14.06,Web,201.12
DIR001,JE3 8GR,Channel Islands,48498,2019,01/03/2019,CT B2-15LTF,2,CT,12.08,Web,201.12
DIR001,PL25 4FU,Cornwall,48494,2019,01/03/2019,CR B2-03048,6,CR,22.8,Web,28.8
GOU005,,Riyadh,48493,2019,28/02/2019,BF C7-01012,40,BF,502.9,Email,5509.26
GOU005,,Riyadh,48493,2019,28/02/2019,BF B6-06013,40,BF,461.46,Email,5509.26
GOU005,,Riyadh,48493,2019,28/02/2019,CR H3-AJ001,40,CR,951.16,Email,5509.26
GOU005,,Riyadh,48493,2019,28/02/2019,BF C7-02003,40,BF,522.74,Email,5509.26
GOU005,,Riyadh,48493,2019,28/02/2019,BF C7-01001,100,BF,2042.4,Email,5509.26
GOU005,,Riyadh,48493,2019,28/02/2019,BF C7-01006,100,BF,1028.6,Email,5509.26
GOU005,,Riyadh,48492,2019,28/02/2019,BF C7-01006,100,BF,1028.6,Email,5509.26
GOU005,,Riyadh,48492,2019,28/02/2019,BF C7-01001,100,BF,2042.4,Email,5509.26
GOU005,,Riyadh,48492,2019,28/02/2019,BF C7-02003,40,BF,522.74,Email,5509.26
GOU005,,Riyadh,48492,2019,28/02/2019,CR H3-AJ001,40,CR,951.16,Email,5509.26
GOU005,,Riyadh,48492,2019,28/02/2019,BF B6-06013,40,BF,461.46,Email,5509.26
GOU005,,Riyadh,48492,2019,28/02/2019,BF C7-01012,40,BF,502.9,Email,5509.26
DIR001,GY11WL,Guernsey,48488,2019,28/02/2019,CR B1-24019,6,CR,51.12,Web,57.12
FLI004,SW1E 5DJ,London,48487,2019,28/02/2019,GC C1-AO004,72,GC,152.82,Email,950.4
FLI004,SW1E 5DJ,London,48487,2019,28/02/2019,GC A3-AC001,48,GC,145.8,Email,950.4
FLI004,SW1E 5DJ,London,48487,2019,28/02/2019,GC Z9-01001,96,GC,156.24,Email,950.4
FLI004,SW1E 5DJ,London,48487,2019,28/02/2019,GC A3-AC005,48,GC,127.44,Email,950.4
FLI004,SW1E 5DJ,London,48487,2019,28/02/2019,GC A3-03012,120,GC,272.7,Email,950.4
FLI004,SW1E 5DJ,London,48487,2019,28/02/2019,GC C1-27005,24,GC,67.14,Email,950.4
FLI004,SW1E 5DJ,London,48487,2019,28/02/2019,GC C1-30005,24,GC,28.26,Email,950.4
NOP001,W1B 5NE,London,48485,2019,28/02/2019,GC C1-CH001,1,GC,0,Email,0
DEV026,EC2M 4YD,London,48484,2019,28/02/2019,KW N6-02001,10,KW,56.33,Email,62.33
EUR008,B25 8JZ,West Midlands,48483,2019,28/02/2019,KW A7-09003,6,KW,16.29,Email,173.34
EUR008,B25 8JZ,West Midlands,48483,2019,28/02/2019,KW A7-05026,30,KW,157.05,Email,173.34
I2O040,W1H6EB,London,48479,2019,28/02/2019,CR C8-10023,240,CR,859.2,Email,859.2
DIR001,NW4 2TN,London,48478,2019,28/02/2019,CT B2-27SKS,6,CT,15.96,Web,113.4
DIR001,NW4 2TN,London,48478,2019,28/02/2019,CT B2-27TF,24,CT,60,Web,113.4
DIR001,NW4 2TN,London,48478,2019,28/02/2019,CT B2-27TKS,12,CT,31.44,Web,113.4
ORE004,UB8 1HE,Buckinghamshire,48475,2019,28/02/2019,GC C4-15001,24,GC,52.32,Email,58.32
DIR001,BN2 7BF,Brighton,48471,2019,28/02/2019,CR B2-03063,6,CR,22.8,Web,403.26
DIR001,BN2 7BF,Brighton,48471,2019,28/02/2019,CR B2-03001,2,CR,67.62,Web,403.26
DIR001,BN2 7BF,Brighton,48471,2019,28/02/2019,CR B2-03048,12,CR,45.6,Web,403.26
DIR001,BN2 7BF,Brighton,48471,2019,28/02/2019,CR B2-03087,12,CR,68.76,Web,403.26
DIR001,BN2 7BF,Brighton,48471,2019,28/02/2019,CR B2-03023,4,CR,38.4,Web,403.26
DIR001,BN2 7BF,Brighton,48471,2019,28/02/2019,CR B2-03046,12,CR,102.36,Web,403.26
DIR001,BN2 7BF,Brighton,48471,2019,28/02/2019,CR B2-03077,12,CR,18.96,Web,403.26
DIR001,BN2 7BF,Brighton,48471,2019,28/02/2019,CR B2-03086,12,CR,38.76,Web,403.26
FLI003,M2 4WU,Manchester,48470,2019,28/02/2019,GC C1-30005,24,GC,27.54,Email,309.01
FLI003,M2 4WU,Manchester,48470,2019,28/02/2019,GC A3-03012,72,GC,163.62,Email,309.01
FLI003,M2 4WU,Manchester,48470,2019,28/02/2019,GC A3-AC005,24,GC,63.72,Email,309.01
FLI003,M2 4WU,Manchester,48470,2019,28/02/2019,GC Z9-01001,24,GC,39.06,Email,309.01
FLI003,M2 4WU,Manchester,48470,2019,28/02/2019,BW C1-01035,3,BW,6.98,Email,309.01
FLI003,M2 4WU,Manchester,48470,2019,28/02/2019,BW C1-01035,1,BW,2.33,Email,309.01
FLI003,M2 4WU,Manchester,48470,2019,28/02/2019,TA C8-03001,12,TA,5.76,Email,309.01
DIR001,NW3 1ST,London,48469,2019,28/02/2019,GC D5-01002,12,GC,39.48,Web,366.6
DIR001,NW3 1ST,London,48469,2019,28/02/2019,GC D5-01010,12,GC,39.48,Web,366.6
DIR001,NW3 1ST,London,48469,2019,28/02/2019,GC D5-12009,12,GC,95.88,Web,366.6
DIR001,NW3 1ST,London,48469,2019,28/02/2019,GC D5-12002,12,GC,95.88,Web,366.6
DIR001,NW3 1ST,London,48469,2019,28/02/2019,GC D5-12001,12,GC,95.88,Web,366.6
VER011,WC2H 9BD,London,48466,2019,27/02/2019,GC D9-04003,96,GC,430.56,Email,536.09
VER011,WC2H 9BD,London,48466,2019,27/02/2019,GC C4-13002,48,GC,69.48,Email,536.09
VER011,WC2H 9BD,London,48466,2019,27/02/2019,GC C1-58005,18,GC,36.05,Email,536.09
INT001,W1J 7QY,London,48465,2019,27/02/2019,GC D9-01030,36,GC,125.55,Email,131.55
PES003,GU8 5SZ,Surrey,48464,2019,27/02/2019,GC A3-03034,1,GC,0,Email,0
DIR001,MK42 7JY,Bedfordshire,48461,2019,27/02/2019,CT B6-06TS,36,CT,39.6,Web,152.52
DIR001,MK42 7JY,Bedfordshire,48461,2019,27/02/2019,CT B6-06TF,36,CT,39.6,Web,152.52
DIR001,MK42 7JY,Bedfordshire,48461,2019,27/02/2019,CT B6-06TKS,36,CT,47.52,Web,152.52
DIR001,MK42 7JY,Bedfordshire,48461,2019,27/02/2019,CT B6-06TE,36,CT,19.8,Web,152.52
NAT052,W1S 1HQ,London,48456,2019,27/02/2019,KW C8-01025,6,KW,34.07,Email,74.14
NAT052,W1S 1HQ,London,48456,2019,27/02/2019,KW C8-01024,6,KW,34.07,Email,74.14
CAS084,W11 4JG,London,48455,2019,27/02/2019,KW C8-08003,1,KW,132.32,Phone,138.32
MWB007,M22 5XB,Manchester,48451,2019,26/02/2019,CR B2-03035,4,CR,26.7,Email,139.5
MWB007,M22 5XB,Manchester,48451,2019,26/02/2019,CR B2-03035,24,CR,106.8,Email,139.5
RID003,BN1 1HB,East Sussex,48449,2019,26/02/2019,CR A9-04116,12,CR,34.37,Phone,419.92
RID003,BN1 1HB,East Sussex,48449,2019,26/02/2019,GC C1-30001,36,GC,40.7,Phone,419.92
RID003,BN1 1HB,East Sussex,48449,2019,26/02/2019,CT C1-05TKS,12,CT,33.35,Phone,419.92
RID003,BN1 1HB,East Sussex,48449,2019,26/02/2019,CT C1-05SS,36,CT,91.19,Phone,419.92
RID003,BN1 1HB,East Sussex,48449,2019,26/02/2019,CT C1-05TKS,12,CT,33.35,Phone,419.92
RID003,BN1 1HB,East Sussex,48449,2019,26/02/2019,CT B6-05TE,24,CT,13.26,Phone,419.92
RID003,BN1 1HB,East Sussex,48449,2019,26/02/2019,CT C1-05TF,24,CT,69.56,Phone,419.92
RID003,BN1 1HB,East Sussex,48449,2019,26/02/2019,CR A9-04156,6,CR,51.71,Phone,419.92
RID003,BN1 1HB,East Sussex,48449,2019,26/02/2019,CT B2-15PF,24,CT,52.43,Phone,419.92
DIR001,SP11 6WU,Hampshire,48446,2019,26/02/2019,CR A9-28012,6,CR,15.6,Web,37.2
DIR001,SP11 6WU,Hampshire,48446,2019,26/02/2019,CR A9-24012,6,CR,15.6,Web,37.2
OFF019,SE1 1JA,London,48441,2019,26/02/2019,CT B2-16TKS,60,CT,200.64,Email,1060.13
OFF019,SE1 1JA,London,48441,2019,26/02/2019,CT B2-16TKS,48,CT,160.51,Email,1060.13
OFF019,SE1 1JA,London,48441,2019,26/02/2019,CT B2-16TE,48,CT,91.39,Email,1060.13
OFF019,SE1 1JA,London,48441,2019,26/02/2019,CT B2-16TE,60,CT,114.24,Email,1060.13
OFF019,SE1 1JA,London,48441,2019,26/02/2019,CT B2-16TF,72,CT,222.34,Email,1060.13
OFF019,SE1 1JA,London,48441,2019,26/02/2019,CT B2-16TF,36,CT,111.17,Email,1060.13
OFF019,SE1 1JA,London,48441,2019,26/02/2019,CT B2-16DS,36,CT,95.9,Email,1060.13
OFF019,SE1 1JA,London,48441,2019,26/02/2019,CT B2-16DS,24,CT,63.94,Email,1060.13
DIR001,PE19 8JH,Cambridgeshre,48439,2019,26/02/2019,BF J1-39002,4,BF,54.24,Web,60.24
HOU021,NG32 3NB,Nottinghamshire,48436,2019,26/02/2019,KW A7-30018,1,KW,55.4,Web,61.4
OFF026,E1 7QA,London,48435,2019,26/02/2019,CT B2-14TS,24,CT,80.4,Email,209.76
OFF026,E1 7QA,London,48435,2019,26/02/2019,CT B2-14TE,24,CT,48.96,Email,209.76
OFF026,E1 7QA,London,48435,2019,26/02/2019,CT B2-14TF,24,CT,80.4,Email,209.76
BOV003,SM3 8AL,Sutton,48433,2019,26/02/2019,TT C8-06004,3,TT,18.66,Web,150.42
BOV003,SM3 8AL,Sutton,48433,2019,26/02/2019,GC A3-03025,72,GC,131.76,Web,150.42
I2O033,SW1E 6QT,London,48429,2019,25/02/2019,CR H3-83026,48,CR,305.66,Email,414.52
I2O033,SW1E 6QT,London,48429,2019,25/02/2019,GC C1-07003,72,GC,108.86,Email,414.52
ESS019,EC3N 3DS,London,48428,2019,25/02/2019,CR A9-04215,48,CR,48.48,Web,116.88
ESS019,EC3N 3DS,London,48428,2019,25/02/2019,GC C1-07005,48,GC,62.4,Web,116.88
FLI005,EC2A 2AH,London,48427,2019,25/02/2019,GC C1-27005,24,GC,65.16,Email,529.56
FLI005,EC2A 2AH,London,48427,2019,25/02/2019,GC C1-27005,24,GC,65.16,Email,529.56
FLI005,EC2A 2AH,London,48427,2019,25/02/2019,GC C1-30005,60,GC,68.85,Email,529.56
FLI005,EC2A 2AH,London,48427,2019,25/02/2019,GC C1-30005,36,GC,41.31,Email,529.56
FLI005,EC2A 2AH,London,48427,2019,25/02/2019,GC A9-01002,6,GC,10.8,Email,529.56
FLI005,EC2A 2AH,London,48427,2019,25/02/2019,GC C1-79006,24,GC,79.74,Email,529.56
FLI005,EC2A 2AH,London,48427,2019,25/02/2019,GC Z9-01001,48,GC,78.12,Email,529.56
FLI005,EC2A 2AH,London,48427,2019,25/02/2019,GC A3-AC001,24,GC,72.9,Email,529.56
FLI005,EC2A 2AH,London,48427,2019,25/02/2019,GC C1-75001,18,GC,47.52,Email,529.56
OFF010,W1C 1AY,London,48426,2019,25/02/2019,CT B6-11TE,12,CT,6.24,Email,34.51
OFF010,W1C 1AY,London,48426,2019,25/02/2019,CT B6-11DKS,12,CT,12.38,Email,34.51
OFF010,W1C 1AY,London,48426,2019,25/02/2019,CT B6-11DF,12,CT,9.89,Email,34.51
ISA003,W1S 4HY,London,48423,2019,25/02/2019,KW C8-07083,2,KW,1.98,Email,146.53
ISA003,W1S 4HY,London,48423,2019,25/02/2019,KW B6-06012,1,KW,21.53,Email,146.53
ISA003,W1S 4HY,London,48423,2019,25/02/2019,KW B4-01017,3,KW,27.25,Email,146.53
ISA003,W1S 4HY,London,48423,2019,25/02/2019,KW B4-01017,3,KW,27.25,Email,146.53
ISA003,W1S 4HY,London,48423,2019,25/02/2019,KW C8-07062,2,KW,9.48,Email,146.53
ISA003,W1S 4HY,London,48423,2019,25/02/2019,KW N3-13001,1,KW,6.32,Email,146.53
ISA003,W1S 4HY,London,48423,2019,25/02/2019,KW A7-08001,2,KW,15.89,Email,146.53
ISA003,W1S 4HY,London,48423,2019,25/02/2019,KW B4-01032,3,KW,7.52,Email,146.53
ISA003,W1S 4HY,London,48423,2019,25/02/2019,KW B4-01032,5,KW,12.53,Email,146.53
ISA003,W1S 4HY,London,48423,2019,25/02/2019,KW N3-05003,2,KW,3.66,Email,146.53
ISA003,W1S 4HY,London,48423,2019,25/02/2019,KW A7-09044,1,KW,6.56,Email,146.53
ISA003,W1S 4HY,London,48423,2019,25/02/2019,KW A7-09044,1,KW,6.56,Email,146.53
GRO070,W1K 7TN,London,48422,2019,25/02/2019,GC C1-27007,720,GC,1765.41,Email,2758.94
GRO070,W1K 7TN,London,48422,2019,25/02/2019,GC C1-27003,480,GC,993.53,Email,2758.94
ORE005,SL1 1QP,Berkshire,48421,2019,25/02/2019,GC C4-15001,24,GC,52.32,Email,58.32
MIS002,BR69DS,Kent,48418,2019,25/02/2019,CR A9-27013,6,CR,27.17,Email,72.8
MIS002,BR69DS,Kent,48418,2019,25/02/2019,CR A9-27016,6,CR,37.21,Email,72.8
MIS002,BR69DS,Kent,48418,2019,25/02/2019,CR A9-27012,1,CR,2.42,Email,72.8
DIR001,UB5 6DX,Middlesex,48413,2019,25/02/2019,CT B2-12TKS,12,CT,37.8,Web,143.4
DIR001,UB5 6DX,Middlesex,48413,2019,25/02/2019,CT B2-12TE,12,CT,19.32,Web,143.4
DIR001,UB5 6DX,Middlesex,48413,2019,25/02/2019,GC C1-BJ004,6,GC,15.72,Web,143.4
DIR001,UB5 6DX,Middlesex,48413,2019,25/02/2019,CT B2-12TF,12,CT,32.28,Web,143.4
DIR001,UB5 6DX,Middlesex,48413,2019,25/02/2019,CT B2-12TS,12,CT,32.28,Web,143.4
DIR001,N4 4RR,London,48409,2019,25/02/2019,CR A9-29024,6,CR,31.98,Web,115.08
DIR001,N4 4RR,London,48409,2019,25/02/2019,CR A9-29002,6,CR,16.5,Web,115.08
DIR001,N4 4RR,London,48409,2019,25/02/2019,CR A9-29014,6,CR,32.64,Web,115.08
DIR001,N4 4RR,London,48409,2019,25/02/2019,CR A9-29012,6,CR,15.6,Web,115.08
DIR001,N4 4RR,London,48409,2019,25/02/2019,CR A9-29004,6,CR,12.36,Web,115.08
COY002,EC2N 2AT,London,48407,2019,25/02/2019,CR C8-10057,60,CR,144.45,Email,150.45
FLI006,WC1A 1BS,London,48406,2019,25/02/2019,BF C8-21023,30,BF,33.08,Email,72.16
FLI006,WC1A 1BS,London,48406,2019,25/02/2019,BF C8-21023,30,BF,33.08,Email,72.16
MON058,N1 6RA,Greater London,48404,2019,22/02/2019,GC A3-AF001,1,GC,0,Email,0
MON058,N1 6RA,Greater London,48404,2019,22/02/2019,CR A9-04010,1,CR,0,Email,0
BRE019,CB10 1SL,Cambridgeshire,48397,2019,22/02/2019,BW N3-09001,12,BW,33.36,Web,39.36
FLI006,WC1A 1BS,London,48396,2019,22/02/2019,CT A9-05TF,24,CT,9,Email,381.79
FLI006,WC1A 1BS,London,48396,2019,22/02/2019,CT A9-05TE,12,CT,2.61,Email,381.79
FLI006,WC1A 1BS,London,48396,2019,22/02/2019,GC A3-AC005,24,GC,63.72,Email,381.79
FLI006,WC1A 1BS,London,48396,2019,22/02/2019,GC C1-79006,12,GC,39.87,Email,381.79
FLI006,WC1A 1BS,London,48396,2019,22/02/2019,GC C1-30005,24,GC,27.54,Email,381.79
FLI006,WC1A 1BS,London,48396,2019,22/02/2019,CT A9-05TKS,48,CT,34.92,Email,381.79
FLI006,WC1A 1BS,London,48396,2019,22/02/2019,GC C1-AO004,36,GC,74.52,Email,381.79
FLI006,WC1A 1BS,London,48396,2019,22/02/2019,TA C8-03001,10,TA,4.8,Email,381.79
FLI006,WC1A 1BS,London,48396,2019,22/02/2019,BW C6-04001,2,BW,3.95,Email,381.79
FLI006,WC1A 1BS,London,48396,2019,22/02/2019,GC A3-AC001,24,GC,72.9,Email,381.79
FLI006,WC1A 1BS,London,48396,2019,22/02/2019,BW C1-01051,2,BW,16.28,Email,381.79
FLI006,WC1A 1BS,London,48396,2019,22/02/2019,GC C1-75001,12,GC,31.68,Email,381.79
OFF016,N1C 4AX,London,48395,2019,21/02/2019,CT B6-05TE,36,CT,18.72,Email,91.53
OFF016,N1C 4AX,London,48395,2019,21/02/2019,CT B6-05TF,36,CT,37.15,Email,91.53
OFF016,N1C 4AX,London,48395,2019,21/02/2019,CT B6-05DS,36,CT,29.66,Email,91.53
OFF003,W1W 5PL,London,48394,2019,21/02/2019,GC A3-12010,48,GC,46.08,Email,98.16
OFF003,W1W 5PL,London,48394,2019,21/02/2019,GC A3-12010,48,GC,46.08,Email,98.16
WEL037,CR5 3SQ,Coulsden,48392,2019,21/02/2019,BF C1-03004,30,BF,112.5,Email,118.5
HEB001,BD23 2DE,Skipton,48391,2019,21/02/2019,CR A9-27013,1,CR,0,Email,0
HEB001,BD23 2DE,Skipton,48391,2019,21/02/2019,CR D9-71003,1,CR,0,Email,0
HEB001,BD23 2DE,Skipton,48391,2019,21/02/2019,CR A9-21002,1,CR,0,Email,0
I2O003,W1G 0PW,London,48382,2019,21/02/2019,CR B2-03039,12,CR,85.14,Email,506.35
I2O003,W1G 0PW,London,48382,2019,21/02/2019,CR B2-03030,42,CR,117.5,Email,506.35
